[170/500][0/12]	Loss_D: 0.1194	Loss_G: 4.3986	D(x): 0.9577	D(G(z)): 0.0709 / 0.0185
[171/500][0/12]	Loss_D: 0.1929	Loss_G: 3.2970	D(x): 0.8605	D(G(z)): 0.0287 / 0.0624
[172/500][0/12]	Loss_D: 0.2358	Loss_G: 5.1827	D(x): 0.9354	D(G(z)): 0.1408 / 0.0080
[173/500][0/12]	Loss_D: 0.6309	Loss_G: 9.5006	D(x): 0.9945	D(G(z)): 0.4062 / 0.0008
[174/500][0/12]	Loss_D: 0.0404	Loss_G: 7.0727	D(x): 0.9764	D(G(z)): 0.0155 / 0.0027
[175/500][0/12]	Loss_D: 0.2065	Loss_G: 4.4480	D(x): 0.9849	D(G(z)): 0.1461 / 0.0293
[176/500][0/12]	Loss_D: 0.3520	Loss_G: 6.2161	D(x): 0.7457	D(G(z)): 0.0086 / 0.0094
[177/500][0/12]	Loss_D: 0.5900	Loss_G: 8.1401	D(x): 0.9916	D(G(z)): 0.3738 / 0.0007
[178/500][0/12]	Loss_D: 0.3507	Loss_G: 2.9167	D(x): 0.8195	D(G(z)): 0.1091 / 0.0942
[179/500][0/12]	Loss_D: 1.8996	Loss_G: 15.0215	D(x): 0.9974	D(G(z)): 0.7118 / 0.0001
[180/500][0/12]	Loss_D: 0.4890	Loss_G: 3.1478	D(x): 0.6912	D(G(z)): 0.0310 / 0.0991
[181/500][0/12]	Loss_D: 4.3273	Loss_G: 10.6955	D(x): 0.9972	D(G(z)): 0.9618 / 0.0005
[182/500][0/12]	Loss_D: 0.2721	Loss_G: 4.1007	D(x): 0.8601	D(G(z)): 0.0816 / 0.0302
[183/500][0/12]	Loss_D: 0.2683	Loss_G: 4.5898	D(x): 0.9814	D(G(z)): 0.2020 / 0.0179
[184/500][0/12]	Loss_D: 0.3714	Loss_G: 5.1949	D(x): 0.9827	D(G(z)): 0.2719 / 0.0081
[185/500][0/12]	Loss_D: 0.6324	Loss_G: 8.9061	D(x): 0.9797	D(G(z)): 0.3888 / 0.0003
[186/500][0/12]	Loss_D: 0.2727	Loss_G: 5.1810	D(x): 0.9958	D(G(z)): 0.2205 / 0.0087
